DATA_SRC,YEAR,MONTH,CITY,Postal  ,County
CSIS,2017,6,UPPER MARLBORO,20772,Prince George's
CSIS,2018,4,UPPER MARLBORO,20772,Prince George's
CSIS,2017,11,SUITLAND,20746,Prince George's
CSIS,2018,2,SUITLAND,20746,Prince George's
CSIS,2017,8,COLLEGE PARK,20740,Prince George's
CSIS,2018,4,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2017,9,OXON HILL,20745,Prince George's
CSIS,2016,8,OXON HILL,20745,Prince George's
CSIS,2017,3,OXON HILL,20745,Prince George's
CSIS,2017,12,MITCHELLVILLE,20721,Prince George's
CSIS,2018,4,MITCHELLVILLE,20721,Prince George's
CSIS,2018,3,HYATTSVILLE,20785,Prince George's
CSIS,2017,5,HYATTSVILLE,20785,Prince George's
CSIS,2018,4,HYATTSVILLE,20785,Prince George's
CSIS,2019,5,CLINTON,20735,Prince George's
CSIS,2018,4,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2017,3,FORT WASHINGTON,20744,Prince George's
CSIS,2016,9,FORT WASHINGTON,20744,Prince George's
CSIS,2017,11,FORT WASHINGTON,20744,Prince George's
CSIS,2018,1,FORT WASHINGTON,20744,Prince George's
CSIS,2018,3,FORT WASHINGTON,20744,Prince George's
CSIS,2019,5,LAUREL,20708,Prince George's
CSIS,2018,6,LANHAM-SEABROOK,20706,Prince George's
CSIS,2018,5,OXON HILL,20745,Prince George's
CSIS,2016,2,OXON HILL,20745,Prince George's
CSIS,2019,3,OXON HILL,20745,Prince George's
CSIS,2017,5,SPRINGDALE,20774,Prince George's
CSIS,2017,10,BRANDYWINE,20613,Prince George's
CSIS,2018,2,HYATTSVILLE,20783,Prince George's
CSIS,2018,11,HYATTSVILLE,20783,Prince George's
CSIS,2017,2,HYATTSVILLE,20783,Prince George's
CSIS,2016,9,FORT WASHINGTON,20744,Prince George's
CSIS,2019,5,FORT WASHINGTON,20744,Prince George's
CSIS,2017,10,LANHAM-SEABROOK,20706,Prince George's
CSIS,2018,10,FORT WASHINGTON,20744,Prince George's
CSIS,2017,12,FORT WASHINGTON,20744,Prince George's
CSIS,2018,7,MITCHELLVILLE,20721,Prince George's
CSIS,2018,4,CLINTON,20735,Prince George's
CSIS,2017,11,CLINTON,20735,Prince George's
CSIS,2016,4,CLINTON,20735,Prince George's
CSIS,2017,1,BRANDYWINE,20613,Prince George's
CSIS,2017,11,BOWIE,20716,Prince George's
CSIS,2017,5,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2017,1,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,7,SUITLAND,20746,Prince George's
CSIS,2018,5,SUITLAND,20746,Prince George's
CSIS,2017,1,BRENTWOOD,20722,Prince George's
CSIS,2019,3,GREENBELT,20770,Prince George's
CSIS,2017,5,BOWIE,20720,Prince George's
CSIS,2017,8,BOWIE,20720,Prince George's
CSIS,2016,12,BOWIE,20720,Prince George's
CSIS,2018,7,BOWIE,20720,Prince George's
CSIS,2018,5,BOWIE,20720,Prince George's
CSIS,2018,2,BRENTWOOD,20722,Prince George's
CSIS,2017,11,BRENTWOOD,20722,Prince George's
CSIS,2017,9,OXON HILL,20745,Prince George's
CSIS,2018,9,OXON HILL,20745,Prince George's
CSIS,2017,3,OXON HILL,20745,Prince George's
CSIS,2016,3,OXON HILL,20745,Prince George's
CSIS,2018,5,OXON HILL,20745,Prince George's
CSIS,2017,12,OXON HILL,20745,Prince George's
CSIS,2017,2,WEST HYATTSVILLE,20782,Prince George's
CSIS,2018,3,HYATTSVILLE,20785,Prince George's
CSIS,2017,6,HYATTSVILLE,20785,Prince George's
CSIS,2018,4,FORT WASHINGTON,20744,Prince George's
CSIS,2017,7,HYATTSVILLE,20781,Prince George's
CSIS,2016,5,HYATTSVILLE,20781,Prince George's
CSIS,2017,10,UPPER MARLBORO,20772,Prince George's
CSIS,2018,6,UPPER MARLBORO,20772,Prince George's
CSIS,2018,3,SPRINGDALE,20774,Prince George's
CSIS,2016,12,TEMPLE HILLS,20748,Prince George's
CSIS,2017,2,TEMPLE HILLS,20748,Prince George's
CSIS,2018,4,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,2,LAUREL,20707,Prince George's
CSIS,2017,12,MITCHELLVILLE,20721,Prince George's
CSIS,2018,6,MITCHELLVILLE,20721,Prince George's
CSIS,2017,12,MITCHELLVILLE,20721,Prince George's
CSIS,2017,2,GLENN DALE,20769,Prince George's
CSIS,2018,3,LANHAM-SEABROOK,20706,Prince George's
CSIS,2016,8,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,9,CLINTON,20735,Prince George's
CSIS,2016,11,HYATTSVILLE,20785,Prince George's
CSIS,2016,4,BELTSVILLE,20705,Prince George's
CSIS,2018,5,HYATTSVILLE,20783,Prince George's
CSIS,2018,6,OXON HILL,20745,Prince George's
CSIS,2016,8,UPPER MARLBORO,20772,Prince George's
CSIS,2017,2,CLINTON,20735,Prince George's
CSIS,2017,3,OXON HILL,20745,Prince George's
CSIS,2017,11,LANHAM,20706,Prince George's
CSIS,2017,8,LANHAM,20706,Prince George's
CSIS,2017,5,LANHAM,20706,Prince George's
CSIS,2018,3,LANHAM,20706,Prince George's
CSIS,2018,2,LANHAM,20706,Prince George's
CSIS,2016,5,LANHAM,20706,Prince George's
CSIS,2017,11,FORT WASHINGTON,20744,Prince George's
CSIS,2018,11,FORT WASHINGTON,20744,Prince George's
CSIS,2018,8,FORT WASHINGTON,20744,Prince George's
CSIS,2018,7,FORT WASHINGTON,20744,Prince George's
CSIS,2019,5,LAUREL,20708,Prince George's
CSIS,2017,7,HYATTSVILLE,20781,Prince George's
CSIS,2018,8,HYATTSVILLE,20781,Prince George's
CSIS,2018,5,HYATTSVILLE,20781,Prince George's
CSIS,2017,6,HYATTSVILLE,20781,Prince George's
CSIS,2018,5,HYATTSVILLE,20781,Prince George's
CSIS,2016,6,HYATTSVILLE,20781,Prince George's
CSIS,2016,7,FORT WASHINGTON,20744,Prince George's
CSIS,2018,2,FORT WASHINGTON,20744,Prince George's
CSIS,2016,8,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,6,CLINTON,20735,Prince George's
CSIS,2018,12,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2019,4,FORESTVILLE,20747,Prince George's
CSIS,2017,11,HYATTSVILLE,20781,Prince George's
CSIS,2016,10,CLINTON,20735,Prince George's
CSIS,2019,5,SUITLAND,20746,Prince George's
CSIS,2019,5,FORT WASHINGTON,20744,Prince George's
CSIS,2018,10,FORT WASHINGTON,20744,Prince George's
CSIS,2016,8,FORESTVILLE,20747,Prince George's
CSIS,2017,9,WEST HYATTSVILLE,20782,Prince George's
CSIS,2017,2,WEST HYATTSVILLE,20782,Prince George's
CSIS,2017,7,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,1,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,10,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,12,HYATTSVILLE,20781,Prince George's
CSIS,2018,2,CLINTON,20735,Prince George's
CSIS,2018,12,UPPER MARLBORO,20774,Prince George's
CSIS,2016,3,UPPER MARLBORO,20774,Prince George's
CSIS,2018,4,LAUREL,20708,Prince George's
CSIS,2017,10,BOWIE,20720,Prince George's
CSIS,2016,2,COLLEGE PARK,20740,Prince George's
CSIS,2016,7,COLLEGE PARK,20740,Prince George's
CSIS,2016,11,COLLEGE PARK,20740,Prince George's
CSIS,2017,3,COLLEGE PARK,20740,Prince George's
CSIS,2018,10,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,12,UPPER MARLBORO,20774,Prince George's
CSIS,2017,11,HYATTSVILLE,20784,Prince George's
CSIS,2017,1,UPPER MARLBORO,20772,Prince George's
CSIS,2017,4,CLINTON,20735,Prince George's
CSIS,2018,6,LAUREL,20707,Prince George's
CSIS,2016,9,LAUREL,20707,Prince George's
CSIS,2018,8,LAUREL,20707,Prince George's
CSIS,2017,11,RIVERDALE,20737,Prince George's
CSIS,2016,8,RIVERDALE,20737,Prince George's
CSIS,2016,3,RIVERDALE,20737,Prince George's
CSIS,2019,3,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,5,HYATTSVILLE,20784,Prince George's
CSIS,2018,2,HYATTSVILLE,20784,Prince George's
CSIS,2017,10,GLENN DALE,20769,Prince George's
CSIS,2018,5,BOWIE,20715,Prince George's
CSIS,2017,8,BOWIE,20715,Prince George's
CSIS,2017,6,BOWIE,20715,Prince George's
CSIS,2018,6,UPPER MARLBORO,20772,Prince George's
CSIS,2018,1,UPPER MARLBORO,20772,Prince George's
CSIS,2018,6,FORT WASHINGTON,20744,Prince George's
CSIS,2018,6,UPPER MARLBORO,20772,Prince George's
CSIS,2017,10,UPPER MARLBORO,20772,Prince George's
CSIS,2019,6,UPPER MARLBORO,20772,Prince George's
CSIS,2017,11,HYATTSVILLE,20783,Prince George's
CSIS,2019,5,HYATTSVILLE,20783,Prince George's
CSIS,2018,10,HYATTSVILLE,20783,Prince George's
CSIS,2018,3,HYATTSVILLE,20783,Prince George's
CSIS,2019,4,BELTSVILLE,20705,Prince George's
CSIS,2017,10,ACCOKEEK,20607,Prince George's
CSIS,2018,7,CHELTENHAM,20623,Prince George's
CSIS,2017,4,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,2,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,10,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,6,UPPER MARLBORO,20774,Prince George's
CSIS,2016,5,CLINTON,20735,Prince George's
CSIS,2017,10,MITCHELLVILLE,20721,Prince George's
CSIS,2016,7,MITCHELLVILLE,20721,Prince George's
CSIS,2018,10,MITCHELLVILLE,20721,Prince George's
CSIS,2018,6,HYATTSVILLE,20784,Prince George's
CSIS,2016,7,UPPER MARLBORO,20774,Prince George's
CSIS,2018,6,LAUREL,20707,Prince George's
CSIS,2017,9,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,11,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,8,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,2,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,6,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,11,LANHAM,20706,Prince George's
CSIS,2018,9,LANHAM,20706,Prince George's
CSIS,2018,4,LANHAM,20706,Prince George's
CSIS,2017,7,LANHAM,20706,Prince George's
CSIS,2018,3,LANHAM,20706,Prince George's
CSIS,2019,5,LANHAM,20706,Prince George's
CSIS,2019,2,LANHAM,20706,Prince George's
CSIS,2019,3,FORT WASHINGTON,20744,Prince George's
CSIS,2018,12,FORT WASHINGTON,20744,Prince George's
CSIS,2018,9,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2017,10,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,5,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,4,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,1,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2019,3,MITCHELLVILLE,20721,Prince George's
CSIS,2018,7,LAUREL,20707,Prince George's
CSIS,2016,12,LAUREL,20707,Prince George's
CSIS,2017,8,LAUREL,20708,Prince George's
CSIS,2017,10,SUITLAND,20746,Prince George's
CSIS,2018,11,FORT WASHINGTON,20744,Prince George's
CSIS,2017,5,HYATTSVILLE,20785,Prince George's
CSIS,2017,6,HYATTSVILLE,20785,Prince George's
CSIS,2017,9,UPPER MARLBORO,20772,Prince George's
CSIS,2019,5,UPPER MARLBORO,20772,Prince George's
CSIS,2018,2,UPPER MARLBORO,20772,Prince George's
CSIS,2016,4,UPPER MARLBORO,20772,Prince George's
CSIS,2016,8,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,2,LANHAM-SEABROOK,20706,Prince George's
CSIS,2018,11,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,1,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,4,FORT WASHINGTON,20744,Prince George's
CSIS,2017,11,LAUREL,20707,Prince George's
CSIS,2018,7,BRENTWOOD,20722,Prince George's
CSIS,2017,11,BRENTWOOD,20722,Prince George's
CSIS,2017,11,BOWIE,20721,Prince George's
CSIS,2017,5,UPPER MARLBORO,20774,Prince George's
CSIS,2017,10,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2017,8,SILVER SPRING,20904,Prince George's
CSIS,2018,7,SUITLAND,20746,Prince George's
CSIS,2016,2,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,4,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,12,HYATTSVILLE,20783,Prince George's
CSIS,2019,3,UPPER MARLBORO,20772,Prince George's
CSIS,2017,6,HYATTSVILLE,20783,Prince George's
CSIS,2016,6,HYATTSVILLE,20783,Prince George's
CSIS,2017,5,HYATTSVILLE,20785,Prince George's
CSIS,2016,5,HYATTSVILLE,20785,Prince George's
CSIS,2019,6,HYATTSVILLE,20785,Prince George's
CSIS,2016,10,CHEVERLY,20785,Prince George's
CSIS,2018,7,TEMPLE HILLS,20748,Prince George's
CSIS,2016,11,HYATTSVILLE,20781,Prince George's
CSIS,2018,5,MITCHELLVILLE,20716,Prince George's
CSIS,2017,4,FORESTVILLE,20747,Prince George's
CSIS,2017,11,FORESTVILLE,20747,Prince George's
CSIS,2017,10,SUITLAND,20746,Prince George's
CSIS,2018,2,SUITLAND,20746,Prince George's
CSIS,2016,4,UPPER MARLBORO,20774,Prince George's
CSIS,2017,12,TEMPLE HILLS,20748,Prince George's
CSIS,2017,1,LAUREL,20707,Prince George's
CSIS,2019,4,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2017,9,FORT WASHINGTON,20744,Prince George's
CSIS,2017,12,FORT WASHINGTON,20744,Prince George's
CSIS,2017,11,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,9,UPPER MARLBORO,20772,Prince George's
CSIS,2016,9,TEMPLE HILLS,20748,Prince George's
CSIS,2016,5,TEMPLE HILLS,20748,Prince George's
CSIS,2017,10,MITCHELLVILLE,20721,Prince George's
CSIS,2018,12,UPPER MARLBORO,20772,Prince George's
CSIS,2017,10,ACCOKEEK,20607,Prince George's
CSIS,2019,6,TEMPLE HILLS,20748,Prince George's
CSIS,2017,9,UPPER MARLBORO,20772,Prince George's
CSIS,2018,2,UPPER MARLBORO,20772,Prince George's
CSIS,2018,12,SILVER SPRING,20903,Prince George's
CSIS,2018,5,SILVER SPRING,20903,Prince George's
CSIS,2017,1,MITCHELLVILLE,20721,Prince George's
CSIS,2016,8,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,7,FORT WASHINGTON,20744,Prince George's
CSIS,2018,12,FORT WASHINGTON,20744,Prince George's
CSIS,2017,6,TEMPLE HILLS,20748,Prince George's
CSIS,2016,6,TEMPLE HILLS,20748,Prince George's
CSIS,2018,11,FORT WASHINGTON,20744,Prince George's
CSIS,2018,2,UPPER MARLBORO,20772,Prince George's
CSIS,2017,2,HYATTSVILLE,20783,Prince George's
CSIS,2016,8,FORT WASHINGTON,20744,Prince George's
CSIS,2016,5,FORT WASHINGTON,20744,Prince George's
CSIS,2018,6,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,5,BOWIE,20721,Prince George's
CSIS,2016,2,SILVER SPRING,20903,Prince George's
CSIS,2018,7,BOWIE,20720,Prince George's
CSIS,2018,5,CLINTON,20735,Prince George's
CSIS,2019,5,CLINTON,20735,Prince George's
CSIS,2017,11,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,4,CLINTON,20735,Prince George's
CSIS,2018,3,BLADENSBURG,20710,Prince George's
CSIS,2016,6,BLADENSBURG,20710,Prince George's
CSIS,2018,2,BOWIE,20720,Prince George's
CSIS,2018,7,BOWIE,20720,Prince George's
CSIS,2018,11,BOWIE,20720,Prince George's
CSIS,2018,4,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,1,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2019,5,BELTSVILLE,20705,Prince George's
CSIS,2017,2,BELTSVILLE,20705,Prince George's
CSIS,2018,12,CLINTON,20735,Prince George's
CSIS,2018,5,SUITLAND,20746,Prince George's
CSIS,2018,5,GREENBELT,20770,Prince George's
CSIS,2016,9,SUITLAND,20746,Prince George's
CSIS,2017,12,SUITLAND,20746,Prince George's
CSIS,2017,5,BOWIE,20720,Prince George's
CSIS,2019,4,MITCHELLVILLE,20721,Prince George's
CSIS,2016,6,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2019,5,UPPER MARLBORO,20774,Prince George's
CSIS,2017,1,UPPER MARLBORO,20772,Prince George's
CSIS,2018,3,UPPER MARLBORO,20772,Prince George's
CSIS,2017,5,UPPER MARLBORO,20774,Prince George's
CSIS,2017,11,SUITLAND,20746,Prince George's
CSIS,2018,4,SUITLAND,20746,Prince George's
CSIS,2016,9,TEMPLE HILLS,20748,Prince George's
CSIS,2018,6,LAUREL,20707,Prince George's
CSIS,2017,12,LAUREL,20707,Prince George's
CSIS,2018,11,GREENBELT,20770,Prince George's
CSIS,2018,3,CLINTON,20735,Prince George's
CSIS,2017,9,FORT WASHINGTON,20744,Prince George's
CSIS,2016,4,HYATTSVILLE,20783,Prince George's
CSIS,2017,11,HYATTSVILLE,20783,Prince George's
CSIS,2016,8,UPPER MARLBORO,20772,Prince George's
CSIS,2016,5,FORT WASHINGTON,20744,Prince George's
CSIS,2018,1,FORT WASHINGTON,20744,Prince George's
CSIS,2017,12,LAUREL,20707,Prince George's
CSIS,2016,3,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,8,TEMPLE HILLS,20748,Prince George's
CSIS,2018,6,TEMPLE HILLS,20748,Prince George's
CSIS,2017,4,DISTRICT HEIGHTS,20747,Prince George's
CSIS,2018,1,UPPER MARLBORO,20772,Prince George's
CSIS,2016,6,TEMPLE HILLS,20748,Prince George's
CSIS,2018,2,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,10,LANHAM-SEABROOK,20706,Prince George's
CSIS,2019,6,UPPER MARLBORO,20772,Prince George's
CSIS,2016,9,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2017,10,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,4,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,7,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2019,4,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2017,10,UPPER MARLBORO,20772,Prince George's
CSIS,2019,6,LAUREL,20707,Prince George's
CSIS,2016,8,LAUREL,20707,Prince George's
CSIS,2017,6,CHEVERLY,20785,Prince George's
CSIS,2019,5,LAUREL,20707,Prince George's
CSIS,2017,11,LAUREL,20707,Prince George's
CSIS,2017,10,BRANDYWINE,20613,Prince George's
CSIS,2018,9,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,10,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,5,GLENN DALE,20769,Prince George's
CSIS,2018,5,HYATTSVILLE,20785,Prince George's
CSIS,2018,8,HYATTSVILLE,20785,Prince George's
CSIS,2018,11,HYATTSVILLE,20785,Prince George's
CSIS,2018,3,HYATTSVILLE,20785,Prince George's
CSIS,2016,4,TEMPLE HILLS,20748,Prince George's
CSIS,2019,3,UPPER MARLBORO,20772,Prince George's
CSIS,2016,8,UPPER MARLBORO,20772,Prince George's
CSIS,2017,11,BELTSVILLE,20705,Prince George's
CSIS,2017,8,BELTSVILLE,20705,Prince George's
CSIS,2017,10,UPPER MARLBORO,20772,Prince George's
CSIS,2016,10,UPPER MARLBORO,20772,Prince George's
CSIS,2019,6,UPPER MARLBORO,20772,Prince George's
CSIS,2018,10,LANHAM,20706,Prince George's
CSIS,2019,2,LANHAM,20706,Prince George's
CSIS,2017,10,MITCHELLVILLE,20716,Prince George's
CSIS,2018,5,MITCHELLVILLE,20716,Prince George's
CSIS,2017,10,UPPER MARLBORO,20772,Prince George's
CSIS,2017,6,BRENTWOOD,20722,Prince George's
CSIS,2018,2,BRENTWOOD,20722,Prince George's
CSIS,2016,11,TEMPLE HILLS,20748,Prince George's
CSIS,2017,12,TEMPLE HILLS,20748,Prince George's
CSIS,2017,9,TEMPLE HILLS,20748,Prince George's
CSIS,2016,8,FORESTVILLE,20747,Prince George's
CSIS,2018,5,FORESTVILLE,20747,Prince George's
CSIS,2017,12,FORESTVILLE,20747,Prince George's
CSIS,2017,7,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2017,1,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,7,UPPER MARLBORO,20774,Prince George's
CSIS,2018,5,COLLEGE PARK,20740,Prince George's
CSIS,2017,8,COLLEGE PARK,20740,Prince George's
CSIS,2019,5,COLLEGE PARK,20740,Prince George's
CSIS,2018,11,COLLEGE PARK,20740,Prince George's
CSIS,2018,2,COLLEGE PARK,20740,Prince George's
CSIS,2018,5,FORT WASHINGTON,20744,Prince George's
CSIS,2018,7,FORT WASHINGTON,20744,Prince George's
CSIS,2017,12,FORT WASHINGTON,20744,Prince George's
CSIS,2018,2,UPPER MARLBORO,20774,Prince George's
CSIS,2017,8,LANDOVER,20785,Prince George's
CSIS,2017,6,FORT WASHINGTON,20744,Prince George's
CSIS,2018,5,WEST HYATTSVILLE,20782,Prince George's
CSIS,2017,11,BOWIE,20720,Prince George's
CSIS,2018,4,BOWIE,20720,Prince George's
CSIS,2016,12,BOWIE,20720,Prince George's
CSIS,2018,7,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2017,11,BLADENSBURG,20710,Prince George's
CSIS,2018,8,HYATTSVILLE,20783,Prince George's
CSIS,2018,6,HYATTSVILLE,20783,Prince George's
CSIS,2017,11,RIVERDALE,20737,Prince George's
CSIS,2017,8,RIVERDALE,20737,Prince George's
CSIS,2018,8,RIVERDALE,20737,Prince George's
CSIS,2016,11,RIVERDALE,20737,Prince George's
CSIS,2016,2,RIVERDALE,20737,Prince George's
CSIS,2016,5,RIVERDALE,20737,Prince George's
CSIS,2018,6,RIVERDALE,20737,Prince George's
CSIS,2018,1,UPPER MARLBORO,20774,Prince George's
CSIS,2017,10,CLINTON,20735,Prince George's
CSIS,2017,2,LANDOVER,20785,Prince George's
CSIS,2018,12,CHELTENHAM,20623,Prince George's
CSIS,2018,6,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,10,LANHAM-SEABROOK,20706,Prince George's
CSIS,2018,3,HYATTSVILLE,20785,Prince George's
CSIS,2017,4,FORESTVILLE,20747,Prince George's
CSIS,2019,4,FORESTVILLE,20747,Prince George's
CSIS,2017,7,FORESTVILLE,20747,Prince George's
CSIS,2016,9,WEST HYATTSVILLE,20782,Prince George's
CSIS,2017,3,WEST HYATTSVILLE,20782,Prince George's
CSIS,2016,12,BOWIE,20720,Prince George's
CSIS,2017,9,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,5,HYATTSVILLE,20785,Prince George's
CSIS,2018,7,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2016,11,WEST HYATTSVILLE,20782,Prince George's
CSIS,2017,10,HYATTSVILLE,20784,Prince George's
CSIS,2017,5,BLADENSBURG,20710,Prince George's
CSIS,2018,3,BLADENSBURG,20710,Prince George's
CSIS,2019,4,BLADENSBURG,20710,Prince George's
CSIS,2019,5,BLADENSBURG,20710,Prince George's
CSIS,2017,1,BLADENSBURG,20710,Prince George's
CSIS,2017,11,BLADENSBURG,20710,Prince George's
CSIS,2016,3,SPRINGDALE,20774,Prince George's
CSIS,2018,5,HYATTSVILLE,20783,Prince George's
CSIS,2018,12,SILVER SPRING,20903,Prince George's
CSIS,2017,9,CLINTON,20735,Prince George's
CSIS,2016,9,COLLEGE PARK,20740,Prince George's
CSIS,2018,6,TEMPLE HILLS,20748,Prince George's
CSIS,2016,9,TEMPLE HILLS,20748,Prince George's
CSIS,2018,3,TEMPLE HILLS,20748,Prince George's
CSIS,2017,10,CLINTON,20735,Prince George's
CSIS,2018,6,HYATTSVILLE,20784,Prince George's
CSIS,2016,9,UPPER MARLBORO,20772,Prince George's
CSIS,2017,10,UPPER MARLBORO,20772,Prince George's
CSIS,2016,7,UPPER MARLBORO,20774,Prince George's
CSIS,2018,6,LAUREL,20707,Prince George's
CSIS,2018,8,LAUREL,20707,Prince George's
CSIS,2017,12,OXON HILL,20745,Prince George's
CSIS,2019,4,OXON HILL,20745,Prince George's
CSIS,2018,9,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,5,LANHAM-SEABROOK,20706,Prince George's
CSIS,2018,7,LANHAM-SEABROOK,20706,Prince George's
CSIS,2018,9,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,7,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,10,LANHAM-SEABROOK,20706,Prince George's
CSIS,2016,11,LANHAM-SEABROOK,20706,Prince George's
CSIS,2018,4,LANHAM-SEABROOK,20706,Prince George's
CSIS,2019,2,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,2,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,10,FORESTVILLE,20747,Prince George's
CSIS,2017,8,FORESTVILLE,20747,Prince George's
CSIS,2016,10,FORESTVILLE,20747,Prince George's
CSIS,2019,4,BOWIE,20716,Prince George's
CSIS,2016,8,FORT WASHINGTON,20744,Prince George's
CSIS,2017,3,FORT WASHINGTON,20744,Prince George's
CSIS,2016,6,FORESTVILLE,20747,Prince George's
CSIS,2019,3,CLINTON,20735,Prince George's
CSIS,2017,10,CLINTON,20735,Prince George's
CSIS,2018,8,CLINTON,20735,Prince George's
CSIS,2018,5,CLINTON,20735,Prince George's
CSIS,2016,11,RIVERDALE,20737,Prince George's
CSIS,2017,9,HYATTSVILLE,20783,Prince George's
CSIS,2018,12,OXON HILL,20745,Prince George's
CSIS,2017,3,FORT WASHINGTON,20744,Prince George's
CSIS,2019,4,FORT WASHINGTON,20744,Prince George's
CSIS,2016,8,WEST HYATTSVILLE,20782,Prince George's
CSIS,2017,9,WEST HYATTSVILLE,20782,Prince George's
CSIS,2016,4,WEST HYATTSVILLE,20782,Prince George's
CSIS,2018,8,TEMPLE HILLS,20748,Prince George's
CSIS,2017,7,HYATTSVILLE,20784,Prince George's
CSIS,2018,4,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2019,5,LAUREL,20708,Prince George's
CSIS,2018,9,TEMPLE HILLS,20748,Prince George's
CSIS,2017,9,TEMPLE HILLS,20748,Prince George's
CSIS,2018,3,CLINTON,20735,Prince George's
CSIS,2018,1,TEMPLE HILLS,20748,Prince George's
CSIS,2018,7,OXON HILL,20745,Prince George's
CSIS,2018,11,TAKOMA PARK,20912,Prince George's
CSIS,2018,5,HYATTSVILLE,20785,Prince George's
CSIS,2018,3,HYATTSVILLE,20785,Prince George's
CSIS,2017,1,UPPER MARLBORO,20774,Prince George's
CSIS,2018,7,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,10,LANHAM-SEABROOK,20706,Prince George's
CSIS,2017,9,UPPER MARLBORO,20772,Prince George's
CSIS,2019,4,UPPER MARLBORO,20774,Prince George's
CSIS,2016,7,SPRINGDALE,20774,Prince George's
CSIS,2017,7,GLENN DALE,20769,Prince George's
CSIS,2018,2,GLENN DALE,20769,Prince George's
CSIS,2019,2,GLENN DALE,20769,Prince George's
CSIS,2018,4,TEMPLE HILLS,20748,Prince George's
CSIS,2018,5,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2017,11,CAPITOL HEIGHTS,20743,Prince George's
CSIS,2018,6,HYATTSVILLE,20784,Prince George's
CSIS,2017,1,CLINTON,20735,Prince George's
CSIS,2019,4,FORESTVILLE,20747,Prince George's
CSIS,2018,10,WEST HYATTSVILLE,20782,Prince George's
CSIS,2016,6,OXON HILL,20745,Prince George's
CSIS,2018,7,BRENTWOOD,20722,Prince George's
