Year,player_name,last_name,first_name,team,Position,games_played,goals,assists,points,penalty_mins,pp_goals,pp_assists,sh_goals,sh_assists
2017,"McLean, Brody",McLean, Brody,TOR,F,12,3,12,15,0,0,1,0,0
2017,"Van Schepen, Luke",Van Schepen, Luke,BRA,D,20,2,12,14,42,0,1,0,1
2017,"Barnable, Ryan",Barnable, Ryan,WHI,F,19,6,8,14,6,0,0,1,3
2017,"Commandant, Quinn",Commandant, Quinn,KWE,,18,8,6,14,4,0,0,0,0
2017,"Davis, Braiden",Davis, Braiden,ORA,T,20,10,4,14,20,0,0,1,0
2017,"Grant, Owen",Grant, Owen,TOR,D,20,9,5,14,26,1,1,1,0
2017,"Gustavsen, Mitch",Gustavsen, Mitch,TOR,D,18,6,8,14,67,1,0,0,0
2017,"Henrick, Jeff",Henrick, Jeff,ORA,T,13,5,9,14,29,0,0,0,0
2017,"Hudson, Robert",Hudson, Robert,MIM,T,20,3,11,14,6,1,1,1,1
2017,"McConvey, Thomas",McConvey, Thomas,MIM,O,17,5,9,14,2,0,0,1,2
2017,"Wales, Mitch",Wales, Mitch,BUR,T,20,3,11,14,10,0,0,0,1
2017,"Yarranton, Max",Yarranton, Max,PET,,9,6,8,14,2,1,0,0,0
2017,"Jones, Callum",Jones, Callum,BUR,T,20,1,12,13,65,0,0,0,0
2017,"Emery, Nathan",Emery, Nathan,BUR,T,19,6,7,13,13,0,1,0,0
2017,"Iacocca, Mackenzie",Iacocca, Mackenzie,KWE,,19,8,5,13,20,0,1,1,0
2017,"Poole, Tanner",Poole, Tanner,BLS,T,20,3,10,13,35,0,0,0,1
2017,"Pyke, Spencer",Pyke, Spencer,BLS,F,9,8,5,13,13,0,0,0,0
2017,"Riley, Dylan",Riley, Dylan,ORA,F,7,9,4,13,2,1,0,0,0
2017,"Robinson, Justin",Robinson, Justin,BRA,D,16,6,7,13,22,2,1,0,1
2017,"St Onge, Rylee",St Onge, Rylee,SCA,T,19,3,10,13,23,0,0,0,1
2017,"Mackay, Tyler",Mackay, Tyler,ORA,O,9,3,9,12,2,0,0,0,0
2017,"Kew, Andrew",Kew, Andrew,MIM,F,2,9,3,12,2,1,0,0,0
2017,"Ellerton, Nick",Ellerton, Nick,TOR,D,20,2,9,11,11,0,0,0,0
2017,"(AP) Wolf, Adam",(AP) Wolf, Adam,TOR,F,14,5,6,11,6,0,0,1,0
2017,"Charbonneau, Steph",Charbonneau, Steph,BLS,D,13,4,7,11,8,1,2,0,0
2017,"Davies, Mike",Davies, Mike,SCA,T,7,3,8,11,8,0,0,0,0
2017,"Deaken, Zack",Deaken, Zack,ORA,T,15,4,7,11,7,1,3,0,0
2017,"Driscoll, Kyle",Driscoll, Kyle,KWE,F,15,0,11,11,2,0,0,0,0
2017,"Duncan, Matthew",Duncan, Matthew,TOR,T,16,2,9,11,12,0,1,0,0
2017,"Kelly, Rowan",Kelly, Rowan,TOR,D,20,4,7,11,8,1,0,0,0
2017,"Kilgour, Kyler",Kilgour, Kyler,SCA,O,13,5,6,11,2,1,0,0,0
2017,"Neal, Davis",Neal, Davis,ORA,F,7,2,9,11,0,0,2,0,0
2017,"Ogilvie, Mitch",Ogilvie, Mitch,PET,T,18,2,9,11,0,0,2,0,0
2017,"Simeoni, Tristan",Simeoni, Tristan,BLS,F,7,1,10,11,0,0,1,0,0
2017,"Jeffrey, Warren",Jeffrey, Warren,MIM,D,20,0,10,10,49,0,0,0,2
2017,"Boissonneault, Mathieu",Boissonneault, Mathieu,WHI,D,20,0,10,10,8,0,0,0,2
2017,"Borgatti, Andrew",Borgatti, Andrew,BRA,,19,1,9,10,4,0,0,0,0
2017,"Cote, Felix",Cote, Felix,BLS,,8,2,8,10,9,1,0,0,0
2017,"Craik, Wyatt",Craik, Wyatt,WHI,T,19,5,5,10,28,0,0,0,2
2017,"Minichiello, Marcus",Minichiello, Marcus,TOR,T,19,1,9,10,24,0,0,0,0
2017,"Rex, Josh",Rex, Josh,SNA,F,13,2,8,10,0,0,0,0,0
2017,"S Hill, Owen",S Hill, Owen,SNA,,4,4,6,10,0,0,1,1,1
2017,"Saunders, Jacob",Saunders, Jacob,BUR,T,19,3,7,10,12,0,0,0,0
2017,"Young, Zach",Young, Zach,PET,T,19,0,10,10,6,0,1,0,0
2017,"McClelland, Connor",McClelland, Connor,BRA,D,19,5,4,9,35,0,0,0,0
2017,"Barrett, Trevor",Barrett, Trevor,BUR,O,6,3,6,9,0,1,0,0,1
2017,"Bomberry, Tyson",Bomberry, Tyson,SNA,D,14,2,7,9,29,1,1,0,0
2017,"Booth, Percy",Booth, Percy,SNA,O,10,6,3,9,17,0,1,0,0
2017,"Eames, Tyler",Eames, Tyler,WHI,T,13,4,5,9,17,0,0,0,0
2017,"Lemieux, Hunter",Lemieux, Hunter,BUR,,5,5,4,9,0,1,1,0,0
2017,"Masson, Zac",Masson, Zac,ORA,T,15,4,5,9,32,0,1,0,0
2017,"Mawdsley, Eric",Mawdsley, Eric,BLS,,8,7,2,9,6,0,0,0,0
2017,"Patten, Liam",Patten, Liam,BLS,D,13,7,2,9,43,0,0,1,0
2017,"Pace, Alex",Pace, Alex,SCA,O,20,3,5,8,6,0,0,0,1
2017,"Black, Randy",Black, Randy,ORA,T,19,2,6,8,29,0,0,0,0
2017,"Brack, Justin",Brack, Justin,ORA,T,11,2,6,8,18,0,1,0,0
2017,"Garant, Andrew",Garant, Andrew,ORA,T,8,1,7,8,2,0,0,0,0
2017,"Hamley, Cody",Hamley, Cody,KWE,,18,2,6,8,29,0,0,0,0
2017,"Hill, Chaunce",Hill, Chaunce,SNA,,10,3,5,8,0,1,0,0,0
2017,"Jubenville, Josh",Jubenville, Josh,SNA,D,19,5,3,8,6,0,0,0,0
2017,"Lee, Steven",Lee, Steven,BUR,F,18,2,6,8,31,0,0,0,1
2017,"Lyons, Brad",Lyons, Brad,PET,D,19,6,2,8,39,1,0,0,0
2017,"Mayea, Bryce",Mayea, Bryce,BUR,,7,6,2,8,17,0,0,0,0
2017,"McCannell, Mike",McCannell, Mike,ORA,T,18,1,7,8,27,0,0,0,0
2017,"Newbrough, Daire",Newbrough, Daire,KWE,F,20,1,7,8,15,0,0,0,1
2017,"Oakes, Russ",Oakes, Russ,SNA,F,3,2,6,8,0,0,1,0,0
2017,"Thomson, Keaton",Thomson, Keaton,MIM,OD,18,4,4,8,24,1,0,0,0
2017,"Wright, Mason",Wright, Mason,BRA,O,3,4,4,8,0,0,0,0,0
2017,"Staveley, Kyle",Staveley, Kyle,ORA,D,20,4,3,7,17,0,0,0,0
2017,"Conley (AP), Curtis",Conley (AP), Curtis,PET,,7,2,5,7,10,1,0,0,0
2017,"Connor, Joe",Connor, Joe,BLS,,19,2,5,7,4,0,0,0,0
2017,"Goddard, Jordan",Goddard, Jordan,KWE,F,8,0,7,7,2,0,0,0,0
2017,"Kaudfelt, Devlin",Kaudfelt, Devlin,BLS,,6,2,5,7,0,0,0,0,0
2017,"Suboch, Jackson",Suboch, Jackson,MIM,D,18,1,6,7,83,0,0,0,0
2017,"Walker, Jason",Walker, Jason,BRA,T,12,3,4,7,26,0,0,2,0
2017,"Waters, Kyle",Waters, Kyle,ORA,F,9,2,5,7,2,0,0,0,0
2017,"Whitty, Tom",Whitty, Tom,SCA,D,19,4,3,7,15,0,0,0,0
2017,"Toguri, Josh",Toguri, Josh,MIM,D,20,3,3,6,52,0,0,0,1
2017,"Burton, Travis",Burton, Travis,BRA,D,18,1,5,6,61,0,2,0,0
2017,"Drouin, Anthony",Drouin, Anthony,WHI,D,16,0,6,6,16,0,0,0,0
2017,"Garlin, Cam",Garlin, Cam,WHI,O,8,2,4,6,16,0,0,0,0
2017,"Guay, Julien",Guay, Julien,BUR,T,13,4,2,6,12,0,0,0,0
2017,"Luis, Zack",Luis, Zack,SCA,D,8,2,4,6,7,1,1,0,0
2017,"MacDonald, Owen",MacDonald, Owen,SNA,,5,2,4,6,0,0,1,0,0
2017,"McKenna AP, Jordan",McKenna AP, Jordan,ORA,,6,3,3,6,0,0,0,0,0
2017,"Monroe, Logan",Monroe, Logan,SCA,D,20,3,3,6,10,1,0,0,0
2017,"Nay, John",Nay, John,KWE,,19,4,2,6,14,0,0,0,1
2017,"Noble (AP), Mason",Noble (AP), Mason,KWE,,19,1,5,6,31,0,0,1,0
2017,"Sands, Parker",Sands, Parker,PET,T,20,3,3,6,14,0,0,1,0
2017,"Schott, Ethan",Schott, Ethan,WHI,D,15,1,5,6,37,0,0,1,0
2017,"Szabo, Joey",Szabo, Joey,MIM,D,14,4,2,6,6,0,1,0,0
2017,"Tamas, Alec",Tamas, Alec,SCA,D,20,1,5,6,54,0,2,0,0
2017,"Willman, Christopher",Willman, Christopher,ORA,T,20,2,4,6,37,0,0,0,0
2017,"Medeiros, Josh",Medeiros, Josh,BRA,D,20,2,3,5,26,0,0,0,0
2017,"Burke, Mackenzie",Burke, Mackenzie,BRA,T,16,1,4,5,4,0,0,0,0
2017,"Conley, Curtis",Conley, Curtis,TOR,,5,2,3,5,8,0,0,0,0
2017,"Dilks, Jamie",Dilks, Jamie,SNA,,20,2,3,5,2,0,0,0,0
2017,"Flanagan, Logan",Flanagan, Logan,BLS,T,14,0,5,5,14,0,0,0,0
2017,"Garlent, Holden",Garlent, Holden,SNA,,7,2,3,5,0,0,0,2,0
2017,"John, Ron",John, Ron,SNA,F,9,1,4,5,2,0,0,0,0
2017,"Leggett, Edward Teddy",Leggett, Edward Teddy,SNA,AP,9,0,5,5,0,0,0,0,0
2017,"Mandeville, Oriale",Mandeville, Oriale,BLS,T,20,4,1,5,16,0,0,1,0
2017,"Mayea, Devyn",Mayea, Devyn,BUR,D,10,2,3,5,25,0,0,0,1
2017,"Shea, Patrick",Shea, Patrick,BUR,O,11,0,5,5,0,0,0,0,0
2017,"Sykes, Matthew",Sykes, Matthew,MIM,D,20,2,3,5,18,0,0,1,0
2017,"Utrosa, Ben",Utrosa, Ben,WHI,T,17,3,2,5,8,1,0,0,1
2017,"Voigt, Brad",Voigt, Brad,SNA,,4,2,3,5,0,0,0,0,0
2017,"Mika, John",Mika, John,BLS,D,20,0,4,4,25,0,0,0,0
2017,"Brand (AP), Carter",Brand (AP), Carter,PET,O,3,1,3,4,15,0,1,0,0
2017,"Cole, Connor",Cole, Connor,KWE,F,20,3,1,4,47,0,0,0,0
2017,"Doolittle, Kessler",Doolittle, Kessler,SNA,D,13,1,3,4,45,0,0,0,0
2017,"Doolittle, Myles",Doolittle, Myles,BLS,D,17,2,2,4,10,0,0,0,0
2017,"Guest, James",Guest, James,MIM,D,19,0,4,4,34,0,0,0,0
2017,"Harris, Michael",Harris, Michael,TOR,D,16,2,2,4,2,0,0,0,0
2017,"Inacio, Justin",Inacio, Justin,BUR,T,4,2,2,4,2,0,0,0,1
2017,"Kamminga, Mason",Kamminga, Mason,SCA,T,19,2,2,4,36,0,0,0,0
2017,"Kim, Matt",Kim, Matt,SCA,D,8,1,3,4,29,0,1,0,0
2017,"Leclair, Liam",Leclair, Liam,SNA,D,9,1,3,4,2,0,1,0,0
2017,"Mazzuca, Phil",Mazzuca, Phil,BUR,T,13,1,3,4,4,0,0,0,0
2017,"Mitchell, Mackenzie",Mitchell, Mackenzie,ORA,T,20,1,3,4,11,0,0,0,0
2017,"Munro, Brody",Munro, Brody,WHI,D,16,0,4,4,2,0,1,0,0
2017,"Radbourne, Eric",Radbourne, Eric,KWE,F,18,1,3,4,16,0,0,0,0
2017,"Robinson, Mike",Robinson, Mike,PET,,4,0,4,4,0,0,0,0,0
2017,"Sinclair, Colin",Sinclair, Colin,BLS,F,7,1,3,4,2,0,0,0,0
2017,"Staats, Jerry",Staats, Jerry,SNA,,18,1,3,4,45,0,0,0,0
2017,"Stouros, Jordan",Stouros, Jordan,PET,T,10,3,1,4,17,0,0,0,0
2017,"Tarbell, Kason",Tarbell, Kason,SNA,D,5,2,2,4,8,0,1,0,0
2017,"Trottier (AP), Jordan",Trottier (AP), Jordan,PET,T,15,1,3,4,38,0,0,0,0
2017,"Woodland, Kurtis",Woodland, Kurtis,KWE,F,2,2,2,4,0,0,0,0,0
2017,"Hill, Brayden",Hill, Brayden,SNA,O,20,0,3,3,4,0,0,0,0
2017,"(AP) Lee, Jake",(AP) Lee, Jake,TOR,D,2,0,3,3,0,0,0,0,0
2017,"Badour (AP), Carter",Badour (AP), Carter,PET,T,19,2,1,3,6,0,0,0,0
2017,"Boehm, Jonah",Boehm, Jonah,KWE,D,15,0,3,3,8,0,0,0,0
2017,"Bolger, Dawson",Bolger, Dawson,KWE,AP,4,0,3,3,2,0,0,0,0
2017,"Challice, Dan",Challice, Dan,PET,D,9,1,2,3,20,0,0,0,0
2017,"Churchill (AP), Adam",Churchill (AP), Adam,PET,,1,1,2,3,2,1,1,0,0
2017,"Conlon, Declan (AP)",Conlon, Declan (AP),TOR,F,2,2,1,3,0,0,0,0,0
2017,"Costello, Ciaron",Costello, Ciaron,MIM,D,20,1,2,3,29,0,1,0,0
2017,"Friesen, Owen",Friesen, Owen,SCA,D,15,1,2,3,4,0,0,0,0
2017,"Gaunt, Colton",Gaunt, Colton,TOR,D,12,2,1,3,2,0,0,0,0
2017,"McConvey, Thomas",McConvey, Thomas,MIM,O,3,2,1,3,0,0,1,0,0
2017,"McKinnon, Ian",McKinnon, Ian,WHI,,10,1,2,3,66,0,0,0,1
2017,"Smith (AP), Matt",Smith (AP), Matt,PET,,2,0,3,3,0,0,0,0,0
2017,"Turner, Adam",Turner, Adam,WHI,D,16,1,2,3,28,0,0,0,0
2017,"Woodland, Kurtis",Woodland, Kurtis,KWE,AP,2,1,2,3,0,0,0,0,0
2017,"Wright, Mason",Wright, Mason,BRA,F,1,1,2,3,12,1,0,0,0
2017,"Macdonald, Blake",Macdonald, Blake,SNA,D,20,0,2,2,2,0,0,0,0
2017,"Asma, Michael",Asma, Michael,KWE,AP,1,1,1,2,0,0,0,0,0
2017,"Balawejder, Daniel",Balawejder, Daniel,MIM,D,17,0,2,2,11,0,0,0,0
2017,"Byrne, Mike",Byrne, Mike,TOR,D,17,2,0,2,34,0,0,0,0
2017,"Caskenette, Jordan",Caskenette, Jordan,ORA,,1,1,1,2,0,0,0,0,0
2017,"DiClemente, Boyd",DiClemente, Boyd,PET,T,19,0,2,2,4,0,0,0,0
2017,"Dominey, Scott",Dominey, Scott,ORA,T,3,1,1,2,0,0,0,0,0
2017,"Haigh, Gareth",Haigh, Gareth,MIM,,1,1,1,2,0,0,0,0,0
2017,"Hunt, Colin",Hunt, Colin,BUR,T,14,1,1,2,6,0,0,0,0
2017,"Kim, Matt",Kim, Matt,SCA,D,5,1,1,2,8,0,0,0,0
2017,"Kolwich, Kyle",Kolwich, Kyle,BUR,D,10,0,2,2,0,0,0,0,0
2017,"Kromer, Adam",Kromer, Adam,WHI,D,15,0,2,2,8,0,0,0,0
2017,"Laprade, Dylan",Laprade, Dylan,BUR,D,7,0,2,2,15,0,0,0,0
2017,"Leclerc AP, Jon",Leclerc AP, Jon,WHI,,1,0,2,2,0,0,0,0,1
2017,"McBain (AP), Brody",McBain (AP), Brody,PET,T,6,0,2,2,2,0,0,0,0
2017,"Montour, Colin",Montour, Colin,SNA,D,5,0,2,2,12,0,0,0,0
2017,"Nishimura, Jackson",Nishimura, Jackson,TOR,D,3,0,2,2,0,0,0,0,0
2017,"Popadinac, Drew",Popadinac, Drew,SCA,D,15,1,1,2,12,0,0,0,0
2017,"Pyke, Spencer",Pyke, Spencer,SCA,F,7,0,2,2,2,0,0,0,0
2017,"Redding, Austin",Redding, Austin,BUR,,3,1,1,2,0,0,0,0,0
2017,"Robinson, Mike",Robinson, Mike,PET,D,3,0,2,2,2,0,0,0,0
2017,"Rosa, Jake",Rosa, Jake,SNA,AP,1,0,2,2,0,0,1,0,0
2017,"Stuckless, Nick",Stuckless, Nick,ORA,T,13,1,1,2,6,0,0,0,0
2017,"Tamlin, Matt",Tamlin, Matt,PET,T,11,1,1,2,6,0,0,0,0
2017,"Yarranton, Max",Yarranton, Max,PET,F,1,1,1,2,0,0,0,0,0
2017,"Morgan, Riley",Morgan, Riley,PET,D,14,0,1,1,46,0,0,0,0
2017,"Andrews (AP), Brendan",Andrews (AP), Brendan,PET,,1,0,1,1,0,0,0,0,0
2017,"AP Gillis, Jordan",AP Gillis, Jordan,BUR,,2,0,1,1,0,0,0,0,0
2017,"Bolger, Nathan",Bolger, Nathan,KWE,AP,2,0,1,1,0,0,0,0,0
2017,"Bolsterli, Oliver",Bolsterli, Oliver,SNA,AP,9,0,1,1,0,0,0,0,0
2017,"Braniff, Nate AP",Braniff, Nate AP,BUR,,2,0,1,1,2,0,0,0,0
2017,"Brayton (AP), Nick",Brayton (AP), Nick,PET,,1,1,0,1,0,0,0,0,0
2017,"Bryers AP, Josh",Bryers AP, Josh,BUR,,1,0,1,1,0,0,0,0,0
2017,"Byrne, Mike",Byrne, Mike,TOR,F,3,0,1,1,7,0,0,0,0
2017,"Chadwick, Jimmy AP",Chadwick, Jimmy AP,BUR,F,2,0,1,1,0,0,0,0,0
2017,"Cook Down, Owen",Cook Down, Owen,BLS,F,13,0,1,1,30,0,0,0,0
2017,"Daniel, Spencer",Daniel, Spencer,BLS,D,10,0,1,1,10,0,0,0,0
2017,"Dilella, Matt AP",Dilella, Matt AP,BUR,,1,0,1,1,0,0,0,0,0
2017,"Dol, Theo",Dol, Theo,BRA,D,9,0,1,1,23,0,0,0,0
2017,"Dybowski, Zack",Dybowski, Zack,KWE,,10,0,1,1,0,0,0,0,0
2017,"Eistrat AP, Pent",Eistrat AP, Pent,MIM,,1,0,1,1,0,0,0,0,0
2017,"Elder, Spencer AP",Elder, Spencer AP,BUR,,1,1,0,1,0,0,0,0,0
2017,"Firth (AP), Sam",Firth (AP), Sam,PET,F,1,0,1,1,0,0,0,0,0
2017,"Gamble, Pat AP",Gamble, Pat AP,BUR,,1,0,1,1,0,0,0,0,0
2017,"Jensen, Derek",Jensen, Derek,KWE,AP,1,0,1,1,0,0,0,0,0
2017,"Kumano, Riley",Kumano, Riley,SNA,F,3,0,1,1,12,0,0,0,0
2017,"Layton, Brent",Layton, Brent,BLS,F,8,0,1,1,2,0,0,0,0
2017,"Lucier, Cory",Lucier, Cory,SNA,F,2,1,0,1,0,0,0,0,0
2017,"McCullough, Jordan",McCullough, Jordan,WHI,D,8,1,0,1,6,0,0,0,0
2017,"McLean (AP), Cam",McLean (AP), Cam,PET,,1,0,1,1,0,0,0,0,0
2017,"Mclean, Brody",Mclean, Brody,BUR,O,2,0,1,1,0,0,1,0,0
2017,"McMillan, Jacob",McMillan, Jacob,SCA,D,4,1,0,1,4,0,0,0,0
2017,"Mercey, Ben",Mercey, Ben,ORA,D,2,0,1,1,0,0,0,0,0
2017,"Mercy, Ben",Mercy, Ben,ORA,,1,0,1,1,0,0,0,0,0
2017,"Montgomery (AP), Mike",Montgomery (AP), Mike,PET,,4,0,1,1,4,0,0,0,0
2017,"Nolan, Chris",Nolan, Chris,BRA,T,13,1,0,1,18,0,0,0,0
2017,"Noseworthy, Brent",Noseworthy, Brent,BUR,F,7,0,1,1,8,0,0,0,0
2017,"Rowe, Sam",Rowe, Sam,TOR,F,5,0,1,1,0,0,0,0,0
2017,"Shand, Matt",Shand, Matt,WHI,,1,0,1,1,2,0,0,0,0
2017,"Sutton, Steve",Sutton, Steve,ORA,T,3,0,1,1,0,0,0,0,0
2017,"Tait (AP), Dawson",Tait (AP), Dawson,PET,F,1,0,1,1,0,0,0,0,0
2017,"Thomas AP, Skylar",Thomas AP, Skylar,SNA,,1,1,0,1,0,0,0,0,0
2017,"Valade AP, Reid",Valade AP, Reid,ORA,,1,0,1,1,2,0,0,0,0
2017,"Vince, Matt",Vince, Matt,BRA,D,3,1,0,1,20,0,0,0,0
2017,"Wiechers, Matthew",Wiechers, Matthew,KWE,D,5,0,1,1,0,0,0,0,0
2017,"Wolf, Adam AP",Wolf, Adam AP,BUR,,1,0,1,1,0,0,0,0,0
2017,"Woodland, Kurtis",Woodland, Kurtis,KWE,F,1,0,1,1,0,0,0,0,0
2017,"X Leies, Connor",X Leies, Connor,BRA,O,3,0,1,1,0,0,0,0,0
2017,"(AP) McGinnis, Dalton",(AP) McGinnis, Dalton,TOR,D,15,0,0,0,6,0,0,0,0
2017,"(AP) Veltman, Kris",(AP) Veltman, Kris,TOR,D,1,0,0,0,0,0,0,0,0
2017,"Acchione, Cameron",Acchione, Cameron,BLS,,1,0,0,0,0,0,0,0,0
2017,"Adams, Kyle",Adams, Kyle,SCA,T,1,0,0,0,0,0,0,0,0
2017,"AP Morrisette, Greg",AP Morrisette, Greg,BUR,,2,0,0,0,0,0,0,0,0
2017,"Argent AP, Tye",Argent AP, Tye,BUR,,1,0,0,0,0,0,0,0,0
2017,"Barefoot AP, Wyatt",Barefoot AP, Wyatt,ORA,,1,0,0,0,2,0,0,0,0
2017,"Biles, Tyler",Biles, Tyler,BRA,D,3,0,0,0,14,0,0,0,0
2017,"Bolduc, Yvonne AP",Bolduc, Yvonne AP,BUR,,1,0,0,0,0,0,0,0,0
2017,"Bradley, Nick",Bradley, Nick,KWE,,4,0,0,0,23,0,0,0,0
2017,"Brown AP, Dawson",Brown AP, Dawson,BUR,,2,0,0,0,0,0,0,0,0
2017,"Burke, Stuart",Burke, Stuart,BRA,AP,4,0,0,0,6,0,0,0,0
2017,"Clark, Christian (AP)",Clark, Christian (AP),WHI,,2,0,0,0,15,0,0,0,0
2017,"Clark, Everett",Clark, Everett,WHI,,1,0,0,0,0,0,0,0,0
2017,"Fernades, Jeff",Fernades, Jeff,WHI,,1,0,0,0,0,0,0,0,0
2017,"Fox, Hayden",Fox, Hayden,SNA,,1,0,0,0,0,0,0,0,0
2017,"Fulgenzi, Nick AP",Fulgenzi, Nick AP,BUR,,2,0,0,0,0,0,0,0,0
2017,"Gaulton, Tyler",Gaulton, Tyler,PET,F,8,0,0,0,8,0,0,0,0
2017,"Gillmore, Hunter",Gillmore, Hunter,PET,D,1,0,0,0,0,0,0,0,0
2017,"Goodwin AP, Josh",Goodwin AP, Josh,BLS,,9,0,0,0,4,0,0,0,0
2017,"Goodwin, Josh",Goodwin, Josh,BLS,F,2,0,0,0,0,0,0,0,0
2017,"Graham AP, Mack",Graham AP, Mack,MIM,,3,0,0,0,4,0,0,0,0
2017,"Haber, Austin (AP)",Haber, Austin (AP),TOR,D,1,0,0,0,0,0,0,0,0
2017,"Halls AP, Tyler",Halls AP, Tyler,ORA,,1,0,0,0,0,0,0,0,0
2017,"Halls AP, Tyler",Halls AP, Tyler,ORA,,1,0,0,0,0,0,0,0,0
2017,"Heidecker, Ben",Heidecker, Ben,BUR,,1,0,0,0,0,0,0,0,0
2017,"Johnson, Jacob",Johnson, Jacob,SCA,D,1,0,0,0,0,0,0,0,0
2017,"Kearney, Zack",Kearney, Zack,WHI,,1,0,0,0,0,0,0,0,0
2017,"Landriault, Noah",Landriault, Noah,BLS,,5,0,0,0,2,0,0,0,0
2017,"Laprade, Dylan",Laprade, Dylan,BLS,D,5,0,0,0,53,0,0,0,0
2017,"Larock (AP), Trent",Larock (AP), Trent,PET,O,1,0,0,0,0,0,0,0,0
2017,"Lebar, Noah",Lebar, Noah,KWE,F,1,0,0,0,0,0,0,0,0
2017,"Leclair, Liam",Leclair, Liam,SNA,,6,0,0,0,6,0,0,0,0
2017,"Limoges, Liam",Limoges, Liam,MIM,,1,0,0,0,0,0,0,0,0
2017,"Lint, Connor",Lint, Connor,BLS,,9,0,0,0,6,0,0,0,0
2017,"Lint, Connor",Lint, Connor,BLS,,3,0,0,0,2,0,0,0,0
2017,"Lynch, John",Lynch, John,PET,T,2,0,0,0,2,0,0,0,0
2017,"Maltby AP, Andrew",Maltby AP, Andrew,BLS,,1,0,0,0,0,0,0,0,0
2017,"Manning, Jed",Manning, Jed,WHI,F,1,0,0,0,2,0,0,0,0
2017,"Manning, Jed",Manning, Jed,WHI,F,1,0,0,0,0,0,0,0,0
2017,"Mcdonald, Cam",Mcdonald, Cam,BUR,F,1,0,0,0,0,0,0,0,0
2017,"Mueller, Ryan",Mueller, Ryan,KWE,AP,2,0,0,0,0,0,0,0,0
2017,"Nanos, Jordan",Nanos, Jordan,BLS,,1,0,0,0,0,0,0,0,0
2017,"Palmer, Riley",Palmer, Riley,WHI,,1,0,0,0,2,0,0,0,0
2017,"Pattyn, Matt",Pattyn, Matt,KWE,AP,1,0,0,0,2,0,0,0,0
2017,"Pavlinich, David",Pavlinich, David,KWE,AP,2,0,0,0,2,0,0,0,0
2017,"Pilcher, Luke",Pilcher, Luke,BUR,,1,0,0,0,0,0,0,0,0
2017,"Pilon, Kealan",Pilon, Kealan,SCA,O,1,0,0,0,0,0,0,0,0
2017,"Pongetti AP, Mike",Pongetti AP, Mike,BUR,,1,0,0,0,0,0,0,0,0
2017,"Ponzetti, Mike",Ponzetti, Mike,BUR,,2,0,0,0,2,0,0,0,0
2017,"Power, Jakob",Power, Jakob,BLS,,2,0,0,0,0,0,0,0,0
2017,"Pratt AP, Dustin",Pratt AP, Dustin,ORA,,1,0,0,0,0,0,0,0,0
2017,"Pratt, Dustyn",Pratt, Dustyn,ORA,T,5,0,0,0,0,0,0,0,0
2017,"Robinson, Luke",Robinson, Luke,BUR,,2,0,0,0,0,0,0,0,0
2017,"Rowe, Sam",Rowe, Sam,MIM,D,5,0,0,0,2,0,0,0,0
2017,"Schott, Carter",Schott, Carter,WHI,F,3,0,0,0,0,0,0,0,0
2017,"Skiruing, AJ",Skiruing, AJ,BUR,,1,0,0,0,0,0,0,0,0
2017,"Snider, Lucas",Snider, Lucas,KWE,,7,0,0,0,4,0,0,0,0
2017,"Stacey, Trevor",Stacey, Trevor,SNA,D,8,0,0,0,107,0,0,0,0
2017,"Thompson, Josh",Thompson, Josh,BRA,,6,0,0,0,6,0,0,0,0
2017,"Vail, Tanner",Vail, Tanner,SCA,T,6,0,0,0,10,0,0,0,0
2017,"Van Der Vegt (AP), Thomas",Van Der Vegt (AP), Thomas,PET,,1,0,0,0,0,0,0,0,0
2017,"Wilkie AP, David",Wilkie AP, David,BLS,,1,0,0,0,0,0,0,0,0
2017,"Williams, Jed",Williams, Jed,WHI,,1,0,0,0,0,0,0,0,0
2017,"Wright, Joel",Wright, Joel,TOR,,4,0,0,0,29,0,0,0,0
2017,"Wyers (AP), Cam",Wyers (AP), Cam,PET,,7,0,0,0,4,0,0,0,0
2017,"Yarranton, Max",Yarranton, Max,PET,F,1,0,0,0,0,0,0,0,0
2016,"Teat, Jeff",Teat, Jeff,BRA,O,19,56,89,145,4,11,23,7,1
2016,"Staats, Austin",Staats, Austin,SNA,O,20,72,54,126,76,12,9,4,3
2016,"Gibson, Tyson",Gibson, Tyson,BRA,T,17,45,54,99,5,11,16,4,2
2016,"Petterson, Clarke",Petterson, Clarke,BRA,O,19,27,63,90,18,2,12,1,4
2016,"Kew, Andrew",Kew, Andrew,BUR,O,17,46,29,75,12,6,8,4,1
2016,"Charalambides, Adam",Charalambides, Adam,ORA,F,17,35,39,74,26,3,3,0,1
2016,"McNabb, Jake",McNabb, Jake,SNA,,20,34,40,74,10,4,10,2,1
2016,"Bomberry, Brendan",Bomberry, Brendan,SNA,O,13,17,52,69,40,3,12,1,0
2016,"Tinney, Joel",Tinney, Joel,ORA,O,16,23,42,65,18,7,5,0,0
2016,"Welsh, Brenden",Welsh, Brenden,BLS,F,20,29,35,64,8,4,9,0,1
2016,"Kearnan, Connor",Kearnan, Connor,WHI,O,20,32,28,60,8,1,5,0,0
2016,"Simmons, Alex",Simmons, Alex,SCA,F,16,26,34,60,4,2,4,2,0
2016,"Smith, Drake",Smith, Drake,KWE,F,19,20,39,59,10,5,9,0,0
